Date,MMM Adj. Close,MMM P/S (LTM),MMM P/FCF (LTM),MMM P/E (LTM),MMM Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_fast30,ps_sma_slow,ps_ema_fast,ps_ema_fast30,ps_ema_slow,pfcf_sma_fast,pfcf_sma_fast30,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_fast30,pfcf_ema_slow,pe_sma_fast,pe_sma_fast30,pe_sma_slow,pe_ema_fast,pe_ema_fast30,pe_ema_slow,ps_Signal_sma,ps_Signal_ema,ps_Signal_sma30,ps_Signal_ema30,pfcf_Signal_sma,pfcf_Signal_ema,pfcf_Signal_sma30,pfcf_Signal_ema30,pe_Signal_sma,pe_Signal_ema,pe_Signal_sma30,pe_Signal_ema30,ps_Entry/Exit_sma,ps_Entry/Exit_ema,ps_Entry/Exit_sma30,ps_Entry/Exit_ema30,pfcf_Entry/Exit_sma,pfcf_Entry/Exit_ema,pfcf_Entry/Exit_sma30,pfcf_Entry/Exit_ema30,pe_Entry/Exit_sma,pe_Entry/Exit_ema,pe_Entry/Exit_sma30,pe_Entry/Exit_ema30,ps_Position_sma,ps_Position_ema,ps_Position_sma30,ps_Position_ema30,pfcf_Position_sma,pfcf_Position_ema,pfcf_Position_sma30,pfcf_Position_ema30,pe_Position_sma,pe_Position_ema,pe_Position_sma30,pe_Position_ema30,ps_Entry/Exit Position_sma,ps_Entry/Exit Position_ema,ps_Entry/Exit Position_sma30,ps_Entry/Exit Position_ema30,pfcf_Entry/Exit Position_sma,pfcf_Entry/Exit Position_ema,pfcf_Entry/Exit Position_sma30,pfcf_Entry/Exit Position_ema30,pe_Entry/Exit Position_sma,pe_Entry/Exit Position_ema,pe_Entry/Exit Position_sma30,pe_Entry/Exit Position_ema30,ps_Portfolio Holdings_sma,ps_Portfolio Holdings_ema,ps_Portfolio Holdings_sma30,ps_Portfolio Holdings_ema30,pfcf_Portfolio Holdings_sma,pfcf_Portfolio Holdings_ema,pfcf_Portfolio Holdings_sma30,pfcf_Portfolio Holdings_ema30,pe_Portfolio Holdings_sma,pe_Portfolio Holdings_ema,pe_Portfolio Holdings_sma30,pe_Portfolio Holdings_ema30,ps_Portfolio Cash_sma,ps_Portfolio Cash_ema,ps_Portfolio Cash_sma30,ps_Portfolio Cash_ema30,pfcf_Portfolio Cash_sma,pfcf_Portfolio Cash_ema,pfcf_Portfolio Cash_sma30,pfcf_Portfolio Cash_ema30,pe_Portfolio Cash_sma,pe_Portfolio Cash_ema,pe_Portfolio Cash_sma30,pe_Portfolio Cash_ema30,ps_Portfolio Total_sma,ps_Portfolio Total_ema,ps_Portfolio Total_sma30,ps_Portfolio Total_ema30,pfcf_Portfolio Total_sma,pfcf_Portfolio Total_ema,pfcf_Portfolio Total_sma30,pfcf_Portfolio Total_ema30,pe_Portfolio Total_sma,pe_Portfolio Total_ema,pe_Portfolio Total_sma30,pe_Portfolio Total_ema30,ps_Portfolio Daily Returns_sma,ps_Portfolio Daily Returns_ema,ps_Portfolio Daily Returns_sma30,ps_Portfolio Daily Returns_ema30,pfcf_Portfolio Daily Returns_sma,pfcf_Portfolio Daily Returns_ema,pfcf_Portfolio Daily Returns_sma30,pfcf_Portfolio Daily Returns_ema30,pe_Portfolio Daily Returns_sma,pe_Portfolio Daily Returns_ema,pe_Portfolio Daily Returns_sma30,pe_Portfolio Daily Returns_ema30,ps_Portfolio Cumulative Returns_sma,ps_Portfolio Cumulative Returns_ema,ps_Portfolio Cumulative Returns_sma30,ps_Portfolio Cumulative Returns_ema30,pfcf_Portfolio Cumulative Returns_sma,pfcf_Portfolio Cumulative Returns_ema,pfcf_Portfolio Cumulative Returns_sma30,pfcf_Portfolio Cumulative Returns_ema30,pe_Portfolio Cumulative Returns_sma,pe_Portfolio Cumulative Returns_ema,pe_Portfolio Cumulative Returns_sma30,pe_Portfolio Cumulative Returns_ema30
2019-01-16,127.434543724956,3.362748135903688,24.32358164440036,25.44112791667347,,0.0028580501746586,3.383228457573911,,,3.3861568527629107,3.3870766078102985,3.387951928165059,24.47172083179012,,,24.492902632087983,24.499555445823617,24.50588685253431,25.596073354847576,,,25.6182283523624,25.62518682943739,25.631809132450737,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,63717.271862478,0.0,63717.271862478,0.0,63717.271862478,0.0,63717.271862478,0.0,63717.271862478,0.0,63717.271862478,100000.0,39591.66815824599,100000.0,39591.66815824599,100000.0,39591.66815824599,100000.0,39591.66815824599,100000.0,39591.66815824599,100000.0,39591.66815824599,100000.0,103308.940020724,100000.0,103308.940020724,100000.0,103308.940020724,100000.0,103308.940020724,100000.0,103308.940020724,100000.0,103308.940020724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03308940020723994,0.0,0.03308940020723994,0.0,0.03308940020723994,0.0,0.03308940020723994,0.0,0.03308940020723994,0.0,0.03308940020723994
2019-01-17,128.934327514837,3.4023244940566904,24.609847145061728,25.740545877684703,,0.0117690521427065,3.397337517991466,,,3.389096423907234,3.38806034240684,3.38823653343024,24.57377512462522,,,24.51416527081048,24.50667103932285,24.50794547218832,25.702816529287144,,,25.640467902420998,25.632629348679156,25.633962335326657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,-500.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,64467.1637574185,0.0,0.0,0.0,64467.1637574185,0.0,0.0,0.0,64467.1637574185,100000.0,104058.83191566449,100000.0,39591.66815824599,100000.0,104058.83191566449,100000.0,39591.66815824599,100000.0,104058.83191566449,100000.0,39591.66815824599,100000.0,104058.83191566449,100000.0,104058.83191566449,100000.0,104058.83191566449,100000.0,104058.83191566449,100000.0,104058.83191566449,100000.0,104058.83191566449,0.0,0.007258731865703583,0.0,0.007258731865703583,0.0,0.007258731865703583,0.0,0.007258731865703583,0.0,0.007258731865703583,0.0,0.007258731865703583,0.0,0.04058831915664474,0.0,0.04058831915664474,0.0,0.04058831915664474,0.0,0.04058831915664474,0.0,0.04058831915664474,0.0,0.04058831915664474
2019-01-18,131.72540497134202,3.475975564187748,25.14258339087301,26.29775867527669,,0.021647279745449,3.40539476758915,,,3.404892631230964,3.3937322921991573,3.3899739399798934,24.63205518619929,,,24.62842311082185,24.547697642648668,24.520512559687024,25.76377426664565,,,25.75997531566748,25.67554091813706,25.64710681730587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.013411055097980906,0.0,0.0,0.0,0.013411055097980906,0.0,0.0,0.0,0.013411055097980906,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-22,129.304229346422,3.412085479274612,24.68045074404762,25.814393357033666,,-0.018380475850097,3.407843887512953,,,3.4062004217843542,3.39491636878467,3.390411792243156,24.649770271009697,,,24.637882680499256,24.55626235886796,24.52367965244664,25.78230327052778,,,25.769869505006785,25.68449914000136,25.65041942205296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-23,129.324405809963,3.4126178966473635,24.68430184942681,25.818421401340824,,0.0001560386975969,3.408926469509296,,,3.40736723539581,3.396058402840328,3.3908515170828424,24.657600851984128,,,24.64632252939517,24.56452297116208,24.526860290010603,25.79049362732411,,,25.778697122522065,25.693139285894222,25.653746193920043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-24,129.479092030444,3.4166997631819567,24.713826990740746,25.849303074439263,,0.001196110042124,3.409316908918013,,,3.409064058629655,3.3973901035075302,3.3913633635402505,24.660424995943565,,,24.65859606782164,24.57415548855425,24.53056260091615,25.793447526498067,,,25.79153456832519,25.703214369026167,25.65761860739567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-25,131.75230692273,3.4766854540079244,25.14771819797178,26.30312940094271,,0.0175566174942862,3.413398775452606,,,3.42135885778934,3.402505932572072,3.393052909886145,24.689950137257497,,,24.747527364212573,24.611159534323125,24.54278350382814,25.82432919959651,,,25.88455181061928,25.74191856463369,25.67040099934709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-28,129.93642520404,3.428767890338312,24.801118712962964,25.94060541237573,,-0.0137825421133231,3.415155752788784,,,3.4227059546164256,3.4042002524279584,3.393760137221832,24.70265878505291,,,24.75727124580355,24.62341496520312,24.54789905252388,25.83762174585626,,,25.894743374575,25.75473707093963,25.675751581783302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-29,132.458483146665,3.46578603195483,23.35591923837927,22.154105736665848,,0.0194099378881986,3.42068553327168,,,3.4305386959506805,3.4081735285264667,3.3951863925630787,24.57136096612188,,,24.50247997172641,24.54164104734352,24.524295491847752,25.472801397134685,,,25.214627440409696,25.52243827518003,25.60601602049385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,66229.2415733325,0.0,0.0,0.0,66229.2415733325,0.0,66229.2415733325,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104058.83191566449,100000.0,105454.370643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04058831915664474,0.0,0.05454370643916984
2019-01-30,134.018796327169,3.5066117420112923,23.63104354730564,22.41507311579028,,0.0117796395024118,3.436030245156441,,,3.444370158870792,3.414524381009359,3.3973928351264098,24.509039146116997,,,24.344036985468087,24.482892821534627,24.506607334530084,25.17744639682232,,,24.70561756320616,25.3219631036065,25.542829032281897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67009.39816358451,0.0,67009.39816358451,0.0,67009.39816358451,0.0,67009.39816358451,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104838.9885059165,100000.0,105454.370643917,100000.0,104838.9885059165,100000.0,106234.52723416901,0.0,0.0,0.0,0.0,0.0,0.00749726453670263,0.0,0.0,0.0,0.00749726453670263,0.0,0.007398048895349563,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04838988505916486,0.0,0.05454370643916984,0.0,0.04838988505916486,0.0,0.06234527234168996
2019-01-31,134.71152157541002,3.524736949488784,23.753189253393664,22.530933633217803,,0.0051688663622222,3.4522291265149514,,,3.458982302619517,3.4216348692983543,3.399914500757348,24.45199990701632,,,24.23661012509092,24.435815171977147,24.49168816460659,24.88642696847675,,,24.31022048502646,25.14189668616207,25.48318753923112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67355.760787705,0.0,67355.760787705,0.0,67355.760787705,0.0,67355.760787705,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,105185.35113003699,100000.0,105800.7332680375,100000.0,105185.35113003699,100000.0,106580.8898582895,0.0,0.0,0.0,0.0,0.0,0.0033037577818766373,0.0,0.0032844786044008423,0.0,0.0033037577818766373,0.0,0.0032603583141761483,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.05185351130036975,0.0,0.058007332680374946,0.0,0.05185351130036975,0.0,0.06580889858289485
2019-02-01,133.944815960852,3.504676040225851,23.61799886013986,22.40269966237049,,-0.0056914628057914,3.4624642811318678,,,3.467290254911578,3.4269923641969027,3.4019889866874173,24.352815078524134,,,24.124135349645268,24.38305282927797,24.47438738630032,24.55264234694533,,,23.963398517270825,24.96517429753036,25.422187779293285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66972.407980426,0.0,66972.407980426,0.0,66972.407980426,0.0,66972.407980426,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,104801.99832275798,100000.0,105417.38046075849,100000.0,104801.99832275798,100000.0,106197.5370510105,0.0,0.0,0.0,0.0,0.0,-0.003644545587009329,0.0,-0.003623347357223028,0.0,-0.003644545587009329,0.0,-0.003596824982308844,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.04801998322757961,0.0,0.05417380460758503,0.0,0.04801998322757961,0.0,0.06197537051010471
2019-02-04,134.650992184787,3.5231531934991605,23.742516327642942,22.520809898708027,,0.0052721430006024,3.467182044063009,,,3.4774471528365924,3.4331962886680163,3.404388277911412,24.21280837220113,,,24.05475007291757,24.34172789368861,24.45989489008928,24.174947469288465,,,23.70110967753213,24.80747336857408,25.364734751954963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67325.4960923935,0.0,67325.4960923935,0.0,67325.4960923935,0.0,67325.4960923935,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,105155.0864347255,100000.0,105770.46857272598,100000.0,105155.0864347255,100000.0,106550.62516297799,0.0,0.0,0.0,0.0,0.0,0.003369097131908916,0.0,0.003349429765985512,0.0,0.003369097131908916,0.0,0.0033248239250396328,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.051550864347254866,0.0,0.05770468572725984,0.0,0.051550864347254866,0.0,0.06550625162977952
2019-02-05,135.263011578864,3.539166726323821,23.85043146606335,22.623172103455847,,0.0045452275111133,3.4798901687679296,,,3.488668893470634,3.440033091097423,3.4070571580779943,24.129806444402703,,,24.017601235307712,24.310031349970853,24.447826307435303,23.85582534393068,,,23.50512102770008,24.66655070630839,25.31044638267775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67631.50578943199,0.0,67631.50578943199,0.0,67631.50578943199,0.0,67631.50578943199,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,105461.09613176397,100000.0,106076.47826976448,100000.0,105461.09613176397,100000.0,106856.6348600165,0.0,0.0,0.0,0.0,0.0,0.0029100798393468796,0.0,0.002893148732040496,0.0,0.0029100798393468796,0.0,0.002871965289461542,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.05461096131763954,0.0,0.06076478269764496,0.0,0.05461096131763954,0.0,0.06856634860016442
2019-02-06,136.238207316679,3.56468279508622,24.02238415898807,22.786276715262304,,0.0072096260938743,3.495096658611815,,,3.502489602855286,3.448075007483797,3.4101784578207317,24.063614675358828,,,24.018470857795048,24.29147346668164,24.439401710436343,23.55261087532283,,,23.3744220618023,24.545242706886064,25.260462824907144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68119.1036583395,0.0,68119.1036583395,0.0,68119.1036583395,0.0,68119.1036583395,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,105948.6940006715,100000.0,106564.07613867198,100000.0,105948.6940006715,100000.0,107344.23272892399,0.0,0.0,0.0,0.0,0.0,0.00462348569085913,0.0,0.004596663434352388,0.0,0.00462348569085913,0.0,0.004563103353818487,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.05948694000671484,0.0,0.06564076138672004,0.0,0.05948694000671484,0.0,0.0734423272892395
2019-02-07,134.402149134448,3.511914298794445,23.66677745783628,22.479190101237347,,-0.0134768228266771,3.504618112173064,,,3.504203183935133,3.4521936714393227,3.4121930289291216,23.95890972206838,,,23.954526603257086,24.251170498369035,24.42410222028585,23.21559957800264,,,23.211652614426853,24.4119489903926,25.20538811750774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67201.074567224,0.0,67201.074567224,0.0,67201.074567224,0.0,67201.074567224,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,105030.66490955598,100000.0,105646.0470475565,100000.0,105030.66490955598,100000.0,106426.2036378085,0.0,0.0,0.0,0.0,0.0,-0.008664845751753192,0.0,-0.008614808332977564,0.0,-0.008664845751753192,0.0,-0.008552197614880575,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.05030664909555971,0.0,0.05646047047556513,0.0,0.05030664909555971,0.0,0.06426203637808459
2019-02-08,134.388698158754,3.51156282618648,23.66440888523241,22.476940382452195,,-0.0001000800640511,3.50810584939092,,,3.5055413007081047,3.4560239394875265,3.414160747686693,23.810578790794445,,,23.9017779272526,24.21331491042474,24.409058787908556,22.83298067615359,,,23.07806857224964,24.28710972536419,25.15135944948684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67194.349079377,0.0,67194.349079377,0.0,67194.349079377,0.0,67194.349079377,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,37829.59034233199,100000.0,38444.972480332486,100000.0,37829.59034233199,100000.0,39225.129070584495,100000.0,104058.83191566449,100000.0,105454.370643917,100000.0,105023.93942170899,100000.0,105639.3215597095,100000.0,105023.93942170899,100000.0,106419.4781499615,0.0,0.0,0.0,0.0,0.0,-6.403356441464503e-05,0.0,-6.366057259077351e-05,0.0,-6.403356441464503e-05,0.0,-6.319390917941536e-05,0.0,0.04058831915664474,0.0,0.05454370643916984,0.0,0.05023939421708978,0.0,0.0563932155970952,0.0,0.05023939421708978,0.0,0.06419478149961466
